"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8150005340576","17.9249992370605","18.2290000915527","18.253999710083","18.0540008544922","18.2140007019043","18.1509990692139","18.1070003509521","18.2169990539551","18.1730003356934","18.1359996795654","18.05299949646","18.0900001525879","18.0100002288818","17.7520008087158","17.5340003967285","17.2450008392334","17.2719993591309","17.8460006713867","18.0610008239746","18.0459995269775","17.9699993133545","18.0499992370605","17.9190006256104","17.8229999542236","17.6989994049072","17.4990005493164","17.3120002746582","17.4340000152588","17.5319995880127",
"Angola","AGO","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.52400016784668","8.55900001525879","8.69699954986572","8.58199977874756","8.50500011444092","8.5019998550415","8.50800037384033","8.52499961853027","8.61200046539307","8.60200023651123","8.5939998626709","8.62100028991699","8.66499996185303","8.57400035858154","8.47999954223633","8.32299995422363","8.17199993133545","8.13599967956543","8.49400043487549","19.4659996032715","16.878999710083","16.9090003967285","17.007999420166","16.9080009460449","16.875","16.8110008239746","16.6259994506836","16.4720001220703","15.9820003509521","15.7370004653931",
"Albania","ALB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.3239994049072","25.30299949646","25.4680004119873","25.5550003051758","25.6350002288818","25.8680000305176","26.0860004425049","26.0650005340576","26.3479995727539","26.4699993133545","26.5300006866455","26.746000289917","26.9090003967285","26.9029998779297","26.8460006713867","26.6240005493164","26.4549999237061","26.306999206543","27.2479991912842","30.867000579834","23.1100006103516","28.4909992218018","30.8910007476807","38.6800003051758","39.5400009155273","35.0060005187988","31.4099998474121","28.6319999694824","28.132999420166","28.7560005187988",
"Andorra","AND","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.0109674399523","24.9241004203464","26.6977019009982","27.0600537379857","27.6155386738181","25.8066410387202","24.8243613910804","24.7558051149902","24.489641644449","26.0754747933426","26.668926974921","26.3829324764362","26.7170804354576","25.3560804396576","25.66399393334","24.548795565653","23.1973448085838","23.3906177461082","22.4829410112972","22.9989310106776","24.9574550238031","26.5567374023744","26.560467665218","26.4510691071679","27.5443572264658","27.0648580619081","27.6439686296363","27.6571722074287","27.1699043782054","26.9248086866669",
"United Arab Emirates","ARE","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.51999998092651","4.59600019454956","5.26300001144409","5.06500005722046","5.15899991989136","5.50699996948242","5.47100019454956","5.69700002670288","6.01599979400635","5.98099994659424","6.2960000038147","6.83699989318848","7.33900022506714","7.86800003051758","8.09200000762939","7.125","5.97800016403198","5.81500005722046","6.93100023269653","7.46199989318848","7.27799987792969","7.40500020980835","7.67000007629395","7.03299999237061","6.50899982452393","5.83400011062622","7.85099983215332","7.05299997329712","7.33900022506714","7.50699996948242",
"Argentina","ARG","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8509998321533","15.710000038147","23.0249996185303","26.173999786377","39.2919998168945","36.0209999084473","31.7639999389648","27.8959999084473","30.69700050354","32.3959999084473","36.7919998168945","41.2309989929199","33.0019989013672","29.6469993591309","26.2679996490479","23.7670001983643","20.2859992980957","18.8640003204346","21.0890007019043","19.363000869751","18.6569995880127","18.3099994659424","19.5179996490479","19.0900001525879","20.511999130249","21.7070007324219","23.0319995880127","24.0100002288818","25.3479995727539","26.7999992370605",
"Armenia","ARM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.35899996757507","2.60800004005432","6.74100017547607","8.13500022888184","8.23299980163574","11.1850004196167","12.8819999694824","11.3009996414185","13.3280000686646","13.1269998550415","12.9429998397827","12.8319997787476","12.7119998931885","12.539999961853","12.2700004577637","11.9370002746582","11.621000289917","22.2810001373291","39.8680000305176","38.6269989013672","38.4039993286133","34.6110000610352","35.1349983215332","36.7820014953613","31.8110008239746","35.9900016784668","37.8129997253418","37.7830009460449","35.4939994812012","34.0470008850098",
"American Samoa","ASM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.4890003204346","19.2999992370605","18.556999206543","16.8810005187988","15.1920003890991","15.625","15.8159999847412","14.4469995498657","13.1239995956421","12.1230001449585","13.5159997940063","12.8240003585815","11.9729995727539","11.3649997711182","10.6129999160767","9.98700046539307","9.30799961090088","8.76700019836426","11.4130001068115","11.4989995956421","11.3159999847412","11.6730003356934","12.1800003051758","13.2829999923706","13.1049995422363","12.668999671936","12.6560001373291","11.8699998855591","12.0629997253418","11.9619998931885",
"Austria","AUT","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.71700000762939","4.13199996948242","4.66200017929077","4.95800018310547","5.90999984741211","6.84600019454956","7.55900001525879","7.49100017547607","5.92399978637695","6.29099988937378","6.00500011444092","7.13899993896484","7.43300008773804","12.0649995803833","10.9680004119873","9.75300025939941","9.38099956512451","8.47399997711182","10.6339998245239","9.44499969482422","8.9060001373291","9.36200046539307","9.64099979400635","10.2469997406006","10.5600004196167","11.2349996566772","9.78299999237061","9.36699962615967","8.36900043487549","8.46100044250488",
"Azerbaijan","AZE","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.66300010681152","4.55800008773804","9.65100002288818","12.8470001220703","14.4440002441406","15.9820003509521","17.6770000457764","19.3020000457764","20.7940006256104","22.5149993896484","21.0650005340576","19.5440006256104","18.2929992675781","16.1830005645752","15","13.8660001754761","13.826000213623","14.2849998474121","13.7980003356934","14.6979999542236","14.6070003509521","14.0620002746582","13.539999961853","13.4180002212524","13.3100004196167","13.4209995269775","13.378999710083","13.1540002822876","14.5579996109009","15.6879997253418",
"Burundi","BDI","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.97199988365173","3.05800008773804","3.21099996566772","3.20799994468689","3.21700000762939","3.22399997711182","3.14800000190735","3.10199999809265","3.16199994087219","3.12199997901917","3.11100006103516","3.16400003433228","3.16599988937378","3.1029999256134","3.03099989891052","2.88800001144409","2.78800010681152","2.75699996948242","2.99300003051758","3.00500011444092","2.96799993515015","2.93600010871887","2.90199995040894","2.82200002670288","2.85999989509583","2.82299995422363","2.76399993896484","2.71199989318848","2.69300007820129","2.67000007629395",
